event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,1.230,,1230
SHOT_DETECTED,2,1.390,0.160,1390
SHOT_DETECTED,3,1.560,0.170,1560
SHOT_DETECTED,4,1.750,0.190,1750
