event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.850,,850
SHOT_DETECTED,2,1.140,0.290,1140
SHOT_DETECTED,3,1.290,0.150,1290
SHOT_DETECTED,4,1.440,0.150,1440
SHOT_DETECTED,5,1.750,0.310,1750
SHOT_DETECTED,6,2.060,0.310,2060
