event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,1.700,,1700
SHOT_DETECTED,2,2.200,0.500,2200
SHOT_DETECTED,3,2.380,0.180,2380
SHOT_DETECTED,4,2.670,0.290,2670
SHOT_DETECTED,5,3.340,0.670,3340
SHOT_DETECTED,6,3.760,0.420,3760
