event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.970,,970
SHOT_DETECTED,2,1.180,0.210,1180
SHOT_DETECTED,3,1.380,0.200,1380
SHOT_DETECTED,4,1.550,0.170,1550
