event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.260,,260
SHOT_DETECTED,2,0.440,0.180,440
SHOT_DETECTED,3,0.610,0.170,610
SHOT_DETECTED,4,0.790,0.180,790
SHOT_DETECTED,5,0.960,0.170,960
SHOT_DETECTED,6,1.120,0.160,1120
SHOT_DETECTED,7,1.280,0.160,1280
SHOT_DETECTED,8,1.450,0.170,1450
SHOT_DETECTED,9,1.610,0.160,1610
SHOT_DETECTED,10,1.780,0.170,1780
SHOT_DETECTED,11,1.920,0.140,1920
