event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,1.050,,1050
SHOT_DETECTED,2,1.220,0.170,1220
SHOT_DETECTED,3,1.380,0.160,1380
SHOT_DETECTED,4,1.530,0.150,1530
