event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.860,,860
SHOT_DETECTED,2,1.320,0.460,1320
SHOT_DETECTED,3,1.540,0.220,1540
SHOT_DETECTED,4,1.760,0.220,1760
SHOT_DETECTED,5,4.780,3.020,4780
SHOT_DETECTED,6,5.350,0.570,5350
SHOT_DETECTED,7,5.550,0.200,5550
SHOT_DETECTED,8,5.750,0.200,5750
SHOT_DETECTED,9,14.310,8.560,14310
SHOT_DETECTED,10,14.750,0.440,14750
SHOT_DETECTED,11,14.950,0.200,14950
SHOT_DETECTED,12,15.160,0.210,15160
