event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.270,,270
SHOT_DETECTED,2,0.450,0.180,450
SHOT_DETECTED,3,0.620,0.170,620
SHOT_DETECTED,4,0.800,0.180,800
SHOT_DETECTED,5,0.970,0.170,970
SHOT_DETECTED,6,1.140,0.170,1140
SHOT_DETECTED,7,1.300,0.160,1300
SHOT_DETECTED,8,1.470,0.170,1470
SHOT_DETECTED,9,1.620,0.150,1620
SHOT_DETECTED,10,1.770,0.150,1770
