event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.850,,850
SHOT_DETECTED,2,1.000,0.150,1000
SHOT_DETECTED,3,1.160,0.160,1160
SHOT_DETECTED,4,1.450,0.290,1450
