event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.360,,360
SHOT_DETECTED,2,0.550,0.190,550
SHOT_DETECTED,3,0.740,0.190,740
SHOT_DETECTED,4,0.910,0.170,910
SHOT_DETECTED,5,1.080,0.170,1080
