event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.540,,540
SHOT_DETECTED,2,0.710,0.170,710
SHOT_DETECTED,3,0.880,0.170,880
SHOT_DETECTED,4,1.050,0.170,1050
SHOT_DETECTED,5,1.210,0.160,1210
SHOT_DETECTED,6,1.370,0.160,1370
SHOT_DETECTED,7,1.530,0.160,1530
SHOT_DETECTED,8,1.680,0.150,1680
SHOT_DETECTED,9,1.810,0.130,1810
