event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,1.170,,1170
SHOT_DETECTED,2,1.560,0.390,1560
SHOT_DETECTED,3,1.930,0.370,1930
SHOT_DETECTED,4,2.280,0.350,2280
SHOT_DETECTED,5,2.830,0.550,2830
SHOT_DETECTED,6,3.030,0.200,3030
SHOT_DETECTED,7,3.520,0.490,3520
SHOT_DETECTED,8,13.310,9.790,13310
SHOT_DETECTED,9,13.710,0.400,13710
