event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.770,,770
SHOT_DETECTED,2,1.110,0.340,1110
SHOT_DETECTED,3,1.510,0.400,1510
SHOT_DETECTED,4,1.720,0.210,1720
SHOT_DETECTED,5,2.050,0.330,2050
