event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.620,,620
SHOT_DETECTED,2,1.000,0.380,1000
SHOT_DETECTED,3,1.200,0.200,1200
SHOT_DETECTED,4,1.390,0.190,1390
