event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.510,,510
SHOT_DETECTED,2,0.680,0.170,680
SHOT_DETECTED,3,1.470,0.790,1470
SHOT_DETECTED,4,1.790,0.320,1790
