event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.920,,920
SHOT_DETECTED,2,1.160,0.240,1160
SHOT_DETECTED,3,1.550,0.390,1550
SHOT_DETECTED,4,1.770,0.220,1770
