event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,1.050,,1050
SHOT_DETECTED,2,1.320,0.270,1320
SHOT_DETECTED,3,1.510,0.190,1510
SHOT_DETECTED,4,1.780,0.270,1780
