event,shot_num,shot_time,split,ts_epoch
SHOT_DETECTED,1,2.430,,
SHOT_DETECTED,2,2.950,,
SHOT_DETECTED,3,3.120,,
SHOT_DETECTED,4,29.190,,
SHOT_DETECTED,5,29.370,,
SHOT_DETECTED,6,29.890,,
SHOT_DETECTED,7,30.450,,
SHOT_DETECTED,8,30.840,,
SHOT_DETECTED,9,31.050,,
SHOT_DETECTED,10,31.480,,
SHOT_DETECTED,11,32.940,,
SESSION_STOPPED,,,,1761155441
