event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.800,,800
SHOT_DETECTED,2,1.240,0.440,1240
SHOT_DETECTED,3,1.440,0.200,1440
SHOT_DETECTED,4,1.630,0.190,1630
