event,shot_num,shot_time,split,ts_epoch
SHOT_DETECTED,1,1.420,,
SHOT_DETECTED,2,1.960,,
SHOT_DETECTED,3,2.140,,
SHOT_DETECTED,4,2.580,,
SHOT_DETECTED,5,3.740,,
SHOT_DETECTED,6,4.220,,
SHOT_DETECTED,7,4.390,,
SHOT_DETECTED,8,4.720,,
SHOT_DETECTED,9,4.990,,
SHOT_DETECTED,10,9.350,,
SHOT_DETECTED,11,9.790,,
SHOT_DETECTED,12,10.160,,
SHOT_DETECTED,13,10.490,,
SHOT_DETECTED,14,10.760,,
SESSION_STOPPED,,,,1761154311
