event,shot_num,shot_time,split,ts_device
SHOT_DETECTED,1,0.750,,750
SHOT_DETECTED,2,1.070,0.320,1070
SHOT_DETECTED,3,1.340,0.270,1340
SHOT_DETECTED,4,1.520,0.180,1520
